ProteinID,p1_1,p1_2,p1_3,p2_1,p2_2,p2_3,p3_1,p3_2,p3_3,NoGp_1,NoGp_2,NoGp_3,NoGn_1,NoGn_2,NoGn_3
Q9NRL3,16.3,11.4,15.2,7.8,13.4,12.4,11.1,8.5,10.3,11.8,6.6,17.7,11.5,10.6,12.8
O75695,75.9,43.6,61.5,101.3,53.4,51.9,64.2,70.1,62.2,63.8,53.4,98.7,58.5,41,40.3
Q9NR33,102,47.4,89.4,67,117.9,72.1,91.2,52.5,96,103.4,36.3,62.4,35.1,38.4,29
Q5VTR2,179.3,86.9,138,86,84.4,113.6,158.9,90.8,94.7,130.7,66,105.7,76.7,84.7,76.7
P15923,192.6,157.3,190.5,166.9,257.2,201.1,223.2,218.2,253.8,325.3,134.8,103.1,59.7,76.4,53.4
Q5JTZ9,46.2,49.3,20.9,53.9,33.4,30.6,28.8,44.7,32.9,37.7,41.8,37.4,61.4,78.3,82.4
Q9UQ88,8.1,7.5,5.7,9.1,4.6,5.8,7.9,5.5,4.3,8.2,5.7,5.6,3.7,3.8,6.5
O00629,55.6,42.5,43,58.9,32,31.2,46.9,47.3,29.8,41.2,50.4,52.8,63.9,80.7,80.9
Q12986,26,23.4,17.2,22,22.2,21.2,21,22,26.5,22,27.6,22.8,24.9,23,20.1
O00159,59,50.7,27.3,119.1,26.2,45.8,38.4,51.3,40,63.9,38.7,45.2,57.7,25.5,39.8
P05388,1139.7,534.7,400.4,1180.2,309.4,831.4,796,630.8,394.6,795.7,442.5,552,843.3,433.4,438.8
Q13445,134.1,107.9,134.2,126.6,135.5,121.3,120.3,104,132.6,147.7,93.1,105.4,54.1,30.6,29.3
Q8IY67,35.4,59.8,12.7,49.7,10.1,30.5,27.3,38.7,17.2,32.5,45.8,26.9,82.2,52.2,31.2
P49848,154.6,120.7,241.8,124.6,193.8,127.8,162.5,115.3,195.8,148.1,98.3,225,76.9,113.2,97.6
P0DMU7,222.6,159.1,213.8,189.3,252.9,195.6,220.8,200.7,253.5,214.2,137.5,165.6,31.5,32.3,30.6
Q9BXJ9,458.5,196.6,191.8,324.8,117.1,374.4,343.4,222.9,184.7,299.1,207.9,254.9,262.7,271.9,231.4
Q5TI25,645.3,217.7,497.4,172.4,451.3,525.9,621.1,252.2,363.2,518.6,208.1,354.3,60.3,42.9,43.4
Q9BT92,17,20.8,23.8,15.1,14.7,11.8,20.3,18.4,28.3,20.4,21.8,26.8,15.7,11.1,15.9
O15226,513.3,263.3,229.1,365.9,251.9,408.8,418.3,273.1,295.8,416,178.4,193.9,144.5,112.7,112.4
P20248,34.3,20.6,27.4,21.1,16.7,28.1,32.3,23.4,28,25.5,20.3,28.1,27.7,14.5,19.5
P17302,54.7,41.6,46.7,41.5,48.3,38.2,56.1,49,42.8,50.7,47.7,59.4,39.8,55.8,63.8
Q14651,121.5,79.5,95.7,63.9,66.2,92.2,115,80.7,70.5,75.2,78.8,143.1,85,111.5,93.4
Q9Y333,58.9,29.5,45.2,51.1,29.9,37.5,48.5,42.5,31.3,38.3,29.4,46.7,38.4,34.7,42.2
O75347,64,59,85.7,37.4,98.5,68.5,82.3,69.8,99.4,70.7,63.4,61.5,30.8,47.9,37.3
P14625,329.9,219,247.5,247.4,267,274.9,330.9,239.1,349.4,350.2,215.2,299.1,234.9,267.8,261.9
Q14203,174.1,77.7,106.3,73.3,61.9,139.6,141.3,82.9,78.4,138.8,97.5,131.3,101.1,102.6,121.2
Q92540,94.5,62.6,57.8,75.9,41.8,80.9,81.9,72.5,42.8,107.7,66,63.2,40.8,17.6,20.9
Q9H0E9,398.1,214.1,509.4,269.5,477.5,288.9,400.1,243.4,478.3,434.9,217.4,366.7,114.5,140.2,121.6
Q12959,184.5,97.7,237.1,113.7,133.9,135.7,174.7,99.9,117.4,140.9,102,275.7,100.8,101.7,81.3
O00217,57.6,47.5,47.9,79.9,54,51.3,51.3,61.9,58.7,57.2,51.8,50.6,26.1,29,31.5
Q96AE4,718.1,979.1,940,911.2,1302.2,702.9,923.8,1279.4,1442.1,846.8,721.4,615.5,368.6,477.4,523.4
Q14683,690.6,350.5,395.3,613.6,292.5,519.2,492.4,380.5,374.7,521,315.7,467.6,417.4,364.3,348.7
Q86VE0,12.3,10.7,9.4,7.7,10.8,8,11.9,9.2,9.1,13.5,6.3,12.4,8.6,14.5,16.4
Q96QE3,152.5,240.6,127.8,173.6,154.9,123.9,162.1,257.5,164.8,152.3,235.4,177.8,363.1,459.7,488.3
Q9NQC8,56,43.3,57.6,31.3,47.9,53.2,62,47.4,50.3,51.4,39.8,61,8.9,19.6,19.5
Q9BVP2,1529.8,674.7,706.2,899,943.7,1266.3,1398.7,694.1,885.9,1074.8,465.2,537.4,352.1,346,312.5
Q6NT76,17.9,12.9,20.3,6.1,25.5,15,16,18.4,22.3,18.1,12.3,12.6,5.9,7.5,11.5
Q9HAV0,65,53.3,37.2,185.9,28.8,52.8,48.1,77.4,39.5,64.9,47.8,83.4,240.3,82.8,97.8
Q86YP4,147.7,75.5,127.1,142.4,124.4,109.7,116.1,102,148,140.2,77.9,113,51.6,56.5,47.7
O14727,294.1,154.5,337.7,209.4,349.3,258.2,316.8,200.4,281.2,366.2,124,204.7,97.9,123.1,121.1
Q9H4K7,32.6,20.6,30.4,25.6,26.2,32.9,35.5,21.6,27.8,28.4,20.7,31.9,11.9,13.4,8.2
Q9BRX8,77.7,42.4,41.8,142.1,37,44.6,52.3,71.2,48.6,66.3,42.8,56.5,71.3,45.3,43.5
Q9Y606,119.8,96.8,70.7,193.7,65.9,97.5,88,110.1,96.4,91.5,80.4,100.4,113.2,87.6,85.9
P40763,103.4,81.7,65.9,105.7,42.3,87.9,91.6,86.3,54.4,83.7,90.8,90.2,114.6,90,80.2
Q9Y3C5,10.5,10.1,15.1,13.1,15,12.9,11.7,12.9,7.9,10.4,13.3,8.7,6.1,12.7,8.7
P48594,16.7,40.2,18.2,25,21.5,7.2,18.1,36.8,19,32.7,45.1,39.2,491,71.8,61.5
Q9Y394,64.5,49,31.6,96.9,31,49.6,54,66.1,46.4,36.1,45,50.6,61.4,39.4,47.2
Q15424,1670.4,1573.3,1595.9,1432.5,1873.8,1656,1596.4,1596.1,1648.4,2475.9,899.8,911.4,347.1,458.9,480.5
Q9H3U1,488.2,262,247.5,232.9,147.4,376.9,406.1,260.9,186.7,312,253.4,313,278.7,231.3,245.6
P27816,547.4,469.9,651.4,534,696.5,456.4,647.9,530.9,796.8,434.9,598.5,771.2,243.9,242.4,257.4
P22415,45.5,31.7,51.4,33.3,66.3,44.9,58.8,51.7,70.7,50,30.6,34.3,31.1,48,35.7
P13984,53,39.4,47.2,39,55.3,52.4,74.4,59.5,58.5,46.5,35.5,39.9,26.6,47.5,38.5
Q96T76,9.2,10.8,6.1,14.6,3.9,6.4,6.7,10.6,4.3,12.4,8.7,7.2,9.2,14.2,11.9
Q9NSK0,57.1,15.3,39.9,15.6,26,26.8,38.8,19,21.7,23.7,22.1,53,15.6,18.7,11.1
P47895,2.3,4.4,0,0,0,0,3.9,3.6,4.3,2.4,0,8.2,102.5,7.5,4.6
Q02952,553.4,402.6,726.6,467.2,679.6,407.2,564.1,447.2,701.3,516.4,541.6,805.5,306.3,361.9,330.4
P30050,388.7,167.6,178.3,370.5,132.7,254.3,311.5,235.2,211.2,193,151.7,243.4,196.2,185.1,148.3
Q7Z2W4,57.8,44.2,38,64.8,31.7,42.2,49.1,50.8,46.1,35.5,59.6,65.1,42.2,38.1,48.9
Q86YQ8,36.8,27.9,18,49.6,23.3,29.9,27.6,32.5,19.4,32.5,18.3,23.8,41.7,39.1,36.2
Q9UBU9,132.5,125.1,91.6,183.8,103,115.9,129.4,114.1,116,145.1,101.5,113.6,82.1,76,84.1
Q92845,10.9,6.5,3.3,3.8,5,5.6,2.3,12.2,6.4,3.7,9.6,6.5,8.4,8.9,10.1
Q9P035,400.2,286.7,162.1,744.3,158.9,294.7,319.2,369.5,272.6,359,271,255,299.9,185,242.5
Q13126,18.2,10.6,5.5,25.2,2.9,7.4,13.7,14.2,9.6,12.3,12.8,9.6,21,15.5,16.6
Q99567,381.4,301.4,257.8,378.5,184.3,283,323.5,286.5,236.4,318.8,247,347.3,357,210.9,242.2
Q9UNS1,314.7,194.6,229.4,255.9,168.1,276.1,277.8,217.9,202.6,295.2,186.8,266.4,199,124.1,151.2
Q8IWZ3,62.9,42,69.6,36.5,50.1,71.5,81.2,62.6,64.7,58,42.2,73.8,31.3,30.9,30.4
Q14554,30.2,24.7,15.3,73.5,18,28.6,27,38.3,21.5,24.7,32.6,31.9,27.1,17.6,23.4
P58107,19.4,22.2,14.2,17.3,14.5,11.6,14.3,19.8,14.8,15.3,28.3,22.1,109.7,35.7,34.9
Q96C36,228.8,193.7,115,386.9,92.2,179.7,162.7,206.6,145.3,180.2,173.2,166.2,216.7,93.3,133.6
Q5T1J5,57.3,45.8,79.7,33.3,116.8,55,63.2,38.7,112.4,148.6,39.8,50.7,12.1,15.1,19.7
P16220,154.2,102.4,212.2,128.3,265.3,131.3,177.9,114.7,270,171.7,93.5,142.1,40.2,38.7,39.7
Q9UBH6,52.3,30.3,23.6,61.9,24.2,52,50.9,43.2,32.1,28.3,34.3,34.8,41.9,30.6,29.4
P01857,38.7,73.2,68.5,60,48.4,17.9,31.7,68.9,54.4,34,101.1,81.9,466.1,176.2,148.2
Q9BZ95,176.5,90.4,168.3,144.8,128.3,153.6,179.4,93.5,128.4,145.3,76.6,127.8,56.7,56.4,60.7
Q8IZH2,79.6,100.7,74,73.7,66.2,64.9,69.5,93.3,72.4,63.8,104.5,91.1,42.5,27.1,41.9
Q9BY44,316.5,172.6,157.7,306.4,148.5,227.7,236.7,201.9,174,217.1,197,205.5,159.6,91.9,118.5
Q96QV6,472.9,1125.3,483.5,616,414,307.4,595.4,962.8,323.5,406.3,863.1,368,199.6,156.2,234.4
P28074,12.6,16.9,11.2,27.4,8.5,13.4,10.1,15.9,12.5,13.5,13.6,8.1,22.4,20.6,18.1
O60503,15,22.5,10.1,17.3,9.6,12,13.3,22.2,13.1,15.6,16.9,23,21,20.9,21.4
Q9NZI8,422.8,251,269.9,623.4,197.9,379.1,377.6,306.3,237.7,322.9,232.7,318.7,261.7,183,199.5
P01889,184.6,233.1,234.6,222.7,292.5,143.7,194.1,241.2,262,235.8,250.2,258.3,100.6,83,100.3
P98194,23.1,30.8,14.1,32.2,19.9,16.4,22,27.1,19.5,17.9,24.4,24.7,30.4,25.5,24.8
Q7Z794,195.6,340.7,226.5,400,243.1,94.9,163.8,346.6,314.1,144.1,835.3,241.6,484.9,989.1,1084.5
Q8TAQ2,25.4,20.4,39.1,17.3,27.2,20.8,28,15.8,27.2,32.4,17.2,30.8,17.2,12.8,12.6
O14641,50.3,32.8,36.8,28.2,31.2,30.3,40.7,33.7,23.2,38.8,31.3,45.9,26.4,38.3,30.8
Q01844,375.1,651.1,426.6,471.2,666.4,420.5,542.6,716.2,703.4,538.4,538.9,305.3,101.2,107.5,147.1
Q16576,1183.8,323.8,958.1,673.6,462.5,894.1,926.7,403,299,833.1,249.1,755.2,335.2,243,233.8
Q8WUB8,278.7,164,272.8,134.8,303,217,302.3,146.3,303,275.2,99,179.1,57.3,68,73.3
Q9Y6M1,10.6,7.2,13.3,10.4,7.6,8.3,14.1,10.5,7,10.1,7.8,11.6,3.3,8.2,5.6
Q08188,79.1,125.9,87.2,119.8,88.5,40.4,62.9,111.8,100.7,58.8,222.9,89.9,150.5,221.7,276.4
Q7Z7F0,43.2,53,52.6,42.6,45.9,35.9,50.8,66.5,51.6,38.9,51.3,45.7,17.3,22.2,29.9
Q9C091,9.3,21,17.5,18.7,14.3,4.5,7.6,17.1,18.1,9.2,33.8,20.6,31,27.4,54.9
Q86YS7,19.6,33.4,13.3,38.7,42.1,19.3,16.6,26.4,14.8,13.4,29.2,39.2,53.1,38.7,59.5
Q96E17,233.8,156.6,119,619.1,115,155.8,194.2,251,187.9,158.2,134.1,189.8,186.8,97.4,139.4
Q92993,2.7,2.1,0,2.3,0,0,0,2.6,0,0,2.8,0,0,4,4.8
Q96EL3,24.9,40.5,22.1,49.5,33.5,25.6,24.1,41,33.5,34.3,35.9,27.1,33.4,24.7,39.4
Q02833,54.5,25.9,55.8,22.1,39.7,42.5,60,28.7,39.8,34,27.5,46.2,19,22.6,22.4
P05412,172.9,123.5,168.8,98.7,227.6,147.2,197,149,221.2,187.4,116.6,146.4,45.9,51.7,55
Q5JPH6,58.2,36.3,30.9,93.1,31.2,41.4,48.1,55,40.1,39.3,36.1,40.4,37.3,29.2,43.9
P07864,42.7,44.6,27.7,103.6,35.4,31.6,40.4,71.1,53.3,41.6,43.9,39.6,88.9,31.8,46.7
Q9BT22,22,7.7,5.6,22.5,4.9,12.8,11.2,10.2,9.8,7.8,8.2,7.6,10.9,7.2,7
Q92614,140.4,127.6,152.8,111,121.2,108.8,143.4,131,141.5,131.5,125.2,153.1,109.3,126.7,121.6
Q13131,7.7,10.4,3.7,10.2,3,2.9,5.9,9.1,4.9,5.4,7.6,6.7,12.1,11.4,13
Q9NQE9,24.1,16.7,36,25.7,21,19.6,14.5,16.9,20.5,18.3,16.7,28,12,10.8,10
Q13257,162.1,60.3,55.5,106,40.6,129.7,126.7,87.8,48.1,75.3,70.7,110.4,94.7,54.7,75.7
Q9UKV3,831.1,665.2,853.9,830.7,860.2,597.3,798.3,701.8,825.8,803.1,571.7,701.5,234.6,348.6,268.9
P49257,380.2,282.5,278.4,505.5,247.2,322.5,352.2,356.7,324.2,408.5,258.5,373,325.5,269,298.4
O43760,215.7,428.6,229.2,251.4,243.2,225.4,244.6,599.5,196.1,206.3,570.4,238.7,68.3,57.1,78.1
Q9P1U0,286,146.1,277.9,81.6,315.4,275.2,345.3,111.2,181.7,295.6,88.7,122.2,45.5,56.8,48.7
Q99832,254.3,110.1,70.4,147.7,48.2,171,181.6,105.4,68.9,137.4,94,96.7,150.6,111.6,120.9
Q9UJX4,37.4,22.2,20.8,30.2,26.9,23,30.4,22.6,23.8,27.9,23.7,38.3,6.8,7,7.8
P51991,757.3,522,855.8,673.3,624.9,800,650.3,554.2,517.2,972.3,320,497.1,283.2,260.2,291.2
Q12840,23.7,16.1,16,11.2,15.6,10.6,19.6,17.5,13,14.7,17,15.5,19.3,20.2,26.1
P28331,188.3,171.8,139.5,353.4,127.4,168,177.5,217.4,175.3,194.5,188.8,175.9,203.3,155.3,156
Q5EBL4,61.9,59.5,254.2,55.9,197.1,144.3,47.5,51.4,58.5,168,204.2,82,97.4,86.6,72.3
Q9Y605,19.9,12.6,18.2,12.1,28.1,15.3,24.1,15.6,17.5,19.7,10.8,8.9,13,15.1,12.8
P16298,58.4,47,54.2,73,29.6,42.8,51.1,49.1,37.5,40,37.1,59.5,56,37,39.9
Q9H6R0,50.7,28.6,17.8,48.2,11.8,38.7,31.5,28.8,19.9,29.5,15,19.7,24.7,21.4,23
Q9BXK5,236.9,110,458.8,139.6,338.5,164.2,250.5,134.6,240,227.8,186.6,504.8,104.1,108.9,103.4
Q99958,107.4,140.7,112.2,104.4,143.3,94.4,110.6,159,139.9,152.5,76.5,65,29.5,45.4,20.6
Q6ZU35,43,42.5,55.9,38.8,59.4,34.3,43.3,42.4,58.2,59.1,33.7,45.5,17.1,40.2,27.6
Q9UIS9,40.6,25,22.1,48.8,26.6,25.7,31.7,34.6,32.4,38.8,23.4,31.9,26,24.6,23
O43432,708.1,374.4,760.8,374.8,570.1,497.2,725.3,453.3,666.9,660.9,651.6,922.9,210.8,204.7,245.7
Q9Y2Z4,120.9,123.4,80.5,269.5,63.5,90.1,107.6,159.5,79.2,84.4,95.9,92.8,153.5,124.4,154
Q9Y230,166.4,93.4,78.2,127.2,58.7,132.2,130.4,97.6,79.2,148.4,85,120.1,120.7,123.5,116.2
O14974,311.9,273.5,310.1,255.2,367.9,266,289.7,298,370.5,272.1,351,293.9,158.1,255,222.6
Q96ME7,28.3,24.8,15.9,46.3,9.9,36.8,27.3,26.5,20.1,24.6,16.5,18.7,19.6,8.5,14.9
P17010,20.1,20.1,16.7,25.3,18.7,17.5,18.3,21.7,18.8,21.4,21.8,18.5,13.8,18.6,10.8
A8MWX3,83.3,53.2,108.3,49.7,85.8,71,97.2,56.6,211.2,69.9,59.5,123.8,52.6,225.4,148.2
Q8WYB5,14.8,13.4,40.8,14.2,38,19,23.5,20.7,40.3,33.4,22.7,35.7,3.4,2.6,0
Q5HYI7,52.7,25.5,28.5,116.8,22,45.8,42.7,41.9,35.2,31.5,31.7,35.5,40.3,27,29.4
Q9H223,107.3,26.2,39,53.9,22.4,71.3,69.3,32.3,18.1,41.5,29.2,41.7,61,33.3,29
Q96GA3,341.9,223.4,256.3,224.7,263.9,273.6,354.5,264,248.8,209.5,218.1,264.8,123,158.5,201.3
Q9NRZ5,22.2,10.6,6.8,23.1,5.2,20.4,16.9,10.1,10.3,15.1,8,10,8.3,8.3,6.9
Q9UH92,585.8,342.7,567.7,313.7,531.6,539.5,607.6,407.9,350.1,552.3,425.2,655.1,164.8,191.3,175.2
Q2TAM9,22.7,26.1,16.7,20.6,22.8,23.6,29.7,25.1,23.5,20.3,27.6,19.5,9,7.8,7.9
Q9UKV5,100.1,85.2,52.2,136.2,42.9,90.5,87.1,106.3,72.1,90.6,59.7,55.3,82.5,80.7,70.7
Q96K80,21.7,35.9,20.7,26,24.5,18.9,28.3,27.6,27,24.5,38.5,15.8,28.1,31.5,45.1
A5A3E0,1029.2,545.7,835.2,1411,437.4,733.6,699.9,694.8,464.3,786.2,495.9,971.8,1064.7,372.6,370.4
Q8NCK3,19.2,17.5,15.7,30,15.1,12.3,22.8,17.1,20,16.8,21.4,20.7,14.3,16.1,17
P38405,220.8,174.4,137.7,390.7,117.9,170.7,193.3,220,166.8,190,142.5,176.8,209.3,126.8,159
Q9C0A1,58.9,26.3,39.8,29.1,49.7,51.2,63.3,31.9,50.7,28.4,16.3,21.6,6.5,10.4,9.2
A6NKD9,163.4,103.3,158.2,111,158.2,136.8,176.8,121.1,157.5,166.7,124.6,136,49.6,77.8,64.3
Q7KZ85,353.3,149.6,254.4,252.5,179.8,274,340.2,177.3,212,262.8,133.8,223.4,134,134.3,134.8
Q8IYQ7,102.4,99.5,68.5,179.4,66.4,80.5,79.3,103.1,87.4,99.8,87,73.2,106.7,78.4,115.4
Q14517,129.6,81.3,106.8,73.3,113.6,97.6,135.5,80.9,92.4,92,112.2,134.1,22.6,19.9,19.1
A6NHL2,196.1,51,87.7,83.4,43.6,130.2,132.4,64.9,40.4,85.4,76.6,136.2,71.8,34.1,44
Q14061,52,33,86.7,18.5,89.6,46.6,52.4,25.9,80,45.3,31.1,55.3,8.8,5.7,4.7
Q6ZMI0,5.8,3.3,5.5,6.1,3.8,4.9,6.6,2.4,5,4.4,4.4,5.3,5.2,4.6,4.6
A0A0B4J2A2,56.1,57.8,63.8,112.3,66.9,59,64,75.8,56.3,59.2,50.4,52.6,54,30.1,39.8
Q96P16,458,240.3,449,228.5,481.5,401.8,498.6,280.8,417.1,435.6,193.5,301.9,107.3,106.1,94.4
P35270,202.7,55.2,147.6,61.5,65.7,137,165.9,70.6,46.2,120.9,47.8,171.9,51.8,46.1,43.4
Q8NE71,391.4,268.1,255.7,441.7,226.9,354,348.8,307.8,299,322.9,291.3,334,243.5,169.7,181.2
Q9NW75,142.8,82.3,90,74.4,96.5,115.4,130,74.4,110.5,147.6,71.5,74.1,58.8,308.2,92.6
Q9NVG8,215.2,93.6,159.7,93.2,55.6,113.4,169.8,82.2,69.7,105.3,99.6,226.2,127.1,165.2,147.6
P19387,48,19.4,31.2,25.9,14.5,33.8,46.9,21.5,17.7,27.7,15.9,27.8,19.1,20.3,13.6
O75976,103,64,95.4,81.6,85.8,78.4,110.6,91.3,113.3,90.4,105.1,120.3,71.9,66.4,57.5
Q9H9L3,15,6.5,6.3,12.7,5.8,10.6,8.8,7.9,5.8,8,4.1,9.9,6.1,3.1,2.7
Q53GS9,94.3,62.3,47.2,113.7,42,70.2,74.8,81.2,59.7,71,60.3,67.9,84.7,63.4,75.7
Q96EL2,23.4,17.3,13,52.9,10.4,26,17.9,27.1,13.9,18.6,12.2,21.3,19.8,7.6,11.6
Q6NSZ9,9,0,7.1,2.3,2.2,6.7,7.1,0,4.1,6,2.3,4.9,4.2,3.1,4.4
Q99543,64.3,61,50.3,71.7,45.4,38.1,58.4,72.7,43.4,50,71.6,62.8,67.2,84.7,78.9
P42892,21.9,23.4,28.7,16.9,27.1,18.3,26,22,26.6,26.8,25.9,28.6,8.7,17.8,12.5
O15260,11.7,10.4,6.4,15.6,7.2,3.6,11,12.5,7.5,7.3,13.2,6.6,12.7,14.3,11.2
P52298,125.8,66.7,118.2,129.2,82,106,124,93.9,49.6,117.2,57.1,116.9,52.9,73,51.9
O75487,21.1,22.5,21.7,28.3,17.6,13.3,13.2,18.9,22.3,15.2,14.4,17,18.3,21.3,22.4
Q96MW5,8,5.3,6.9,5.9,2.8,5.3,6.9,7.6,4.1,3.6,7.4,7.2,6.6,4.8,6.1
O75348,30.8,26.3,33.1,12,44.9,27,29.3,23.1,33.7,31.4,21.5,32.3,2.6,4.2,3.4
Q96CX3,321.6,159.5,256.9,252.1,263.8,284.4,355.5,213.8,172,217.2,167.9,222.4,65.2,53.6,63.7
A0JLT2,33.8,33.4,23.5,27,36.7,34.1,34.6,41,19.3,34.2,27.9,25.3,22.4,34.4,35
P17980,47.1,27.9,36.2,20.4,19.5,30.6,37.6,25.1,20,36.7,17.2,39,33.9,30.2,31.8
Q9NZ45,167.7,107.4,91.9,127.5,69.6,105.9,127.1,114.2,114.1,111.8,96.1,115.8,97.8,135.6,128.5
Q9UJX2,16.3,13.3,6.5,23.5,8.2,15.1,14.7,19.5,7.3,13.2,22.5,13.4,18.1,12,13.8
Q9Y2L6,49.4,42.9,67.1,44.3,54.3,42.5,57.2,45.8,53.3,36.8,50.4,77,24.5,40.1,36.8
Q9NXE4,24.4,17.1,13.6,49.1,5.1,22.2,20,25.8,15.5,19,15.4,13.7,15.8,10.3,11.1
Q9Y5Y0,143.2,104.6,87.6,176.7,83.5,99.9,129.5,122,115.5,128,84.9,126.5,101.5,64.2,71.9
Q8IUE6,429.7,914.5,426.3,509.9,351.9,276.6,546.1,734.2,284.9,345.2,730.2,307.5,158.8,124,184.8
O95292,609.1,431.3,671,533.5,722.8,487.9,687.5,580.9,674.7,557.8,581.5,788.3,307,297.9,300.5
Q99871,202.5,93.2,191.6,96.1,125.1,153.1,190.6,97.7,96,157.4,111.1,185.8,65.7,65.6,50.9
Q9NR30,1816,920,797.4,1721.3,693.3,1571.5,1577.8,965.3,865.2,1516.8,709.1,702.8,667.2,571.9,573.4
Q9P266,171.7,165.8,191.2,152.9,219.1,127.3,164.3,163,187.3,211.2,156.8,189.9,46.6,78.7,58.9
O00571,1513.1,925.6,644.8,1963.9,565.6,1213.8,1239.8,1062.3,722.2,1093.1,826.4,822,860.3,590.4,656.5
Q8TAF3,66.2,45.3,37.6,78.2,31.5,43,54.2,63.6,46.8,55,47.6,49.9,62.1,62.6,69.4
Q2KHR2,81.9,48,88.4,53.8,85.3,78,92.2,47.3,92.9,67.3,58.6,89.4,33.4,48.1,56.2
P16415,321.6,159.5,256.9,252.1,263.8,284.4,355.5,213.8,172,217.2,167.9,222.4,65.2,53.6,63.7
O96013,33.7,36.2,21.5,39.2,27.6,30.8,36.7,39.6,29.3,28.6,37.2,34.5,38.3,57.1,56.3
P08865,41,37.3,41,32.4,31.6,28.3,39,35,36.4,41.3,28.9,39.8,42.6,67.4,49.1
Q3KRB8,28.5,21.1,21.9,19.5,17.7,23.4,26.6,35.2,17.1,19.8,14.3,21.7,31.7,48.6,41.9
O94864,54.6,22.9,62.9,32,64.4,51.7,53.3,35.5,58.4,66.3,37.5,45,32.7,34.8,22
P18031,358.4,222.7,189.5,414.7,168.7,257.7,264.4,306.2,206.6,297.3,187,223.5,186,171.3,163
Q9BY67,284.5,681.2,406.4,429.4,513.6,253.5,385.9,780.6,554.8,294.4,1045.2,437.6,123.9,142.5,168.6
P82914,79.2,55.6,38.4,159.8,32.6,57.2,56.3,66.6,51.8,68,36.3,60.8,54.6,42.7,43.8
A3KMH1,4.1,5.7,5.3,12.5,2.3,8.1,0,6.5,3,5.3,5.7,3.6,8.6,4.6,3.6
O60264,1577.7,1040.5,833,2213.7,757.1,1365.5,1390.1,1131.4,1005.6,1398.5,901,1030.6,1164.5,808,1027
O94762,390.3,277.8,345.6,324.5,374.4,336.8,403.2,251.1,434.1,393.5,252.5,272.6,134.4,192.8,157.5
P22735,83.4,148.7,112.5,146.7,97.6,38.2,79.2,137.6,149.2,72.4,209.7,99.5,225.9,342.9,284.7
P17661,508.5,209.4,797.7,167,534.9,376.6,444.9,171.8,451,523,162.9,737.6,119.5,126.5,107.2
Q5VT06,380.4,248.7,376.8,262.3,331.7,290.3,361.8,249.8,348.9,323.7,325.3,433.7,172.8,189.2,188.7
O43684,168.6,111.5,68.8,297.9,72.9,126.2,140.3,133,89.6,148,97.1,96.4,105.5,97.2,112.7
Q9H0H5,88.2,33.9,59.7,54.7,37.6,57,69.5,37.5,39.1,68.4,25.5,62.8,30.4,23.8,20.3
Q92734,823.9,386,1146.4,492.5,796.3,733.9,1046.7,790,918.4,720.8,1137.7,1315,199.2,224.1,226.6
Q12888,860.4,349.5,975.8,437.3,881.4,653.1,921,370,904.8,767.3,351.7,748.3,165.2,213,173.7
Q8IUX1,33.3,22,18.2,82.7,13.8,20.5,22.5,34,26.6,20.2,20.1,27.1,25.4,13.2,16.9
P31025,25.6,59.4,30,44.3,37.3,18.7,30.3,45.8,38.6,18.2,73.8,32.2,55.8,99.9,145.3
Q13043,246.4,58.2,178,81.6,65,165.2,178.6,75,68.5,141.2,57.4,237.8,64.4,62.5,58.5
Q9H0U3,45,38.3,23.9,78,21.5,42.5,46.7,61.5,27.9,37.8,41.5,35.8,41.2,36.2,35.6
P55199,102.6,45.8,61.6,51.3,51.5,74.4,94.9,40.1,67.2,71.5,25.8,42.7,20,39.1,40
Q71UM5,46.3,55.1,26.1,78.9,17.6,39.4,40.2,61.5,27.8,30.7,86.4,32.8,61.1,54.2,40.7
P26572,8.8,8.8,5.1,19,4.7,9.1,11.2,10.3,9.9,8.8,7.8,6.4,8,5.9,7.7
Q6WKZ4,558.8,326.1,751.3,414,735.5,434,552.5,361.3,692.2,499.1,400.1,720,174.3,198.5,188
Q9H410,338.1,267.7,409.3,241.9,426,308.5,347.9,257.5,405.5,381.1,233.1,296.4,100.9,99.9,115.7
P13667,38.5,23.6,19.6,38.9,21.2,34.1,30.4,27.5,30.8,43.5,21.2,29.3,30.8,27.4,27.8
Q9NQA3,83.3,53.2,108.3,49.7,85.8,71,97.2,56.6,211.2,69.9,59.5,123.8,52.6,225.4,148.2
P18669,55.9,70.4,77.9,134.8,48.6,35.1,40.6,85.7,58.8,76.3,44.9,109.5,102.5,51.4,51.3
Q9Y4H2,69.2,48.1,74,45.3,57.7,60.6,67.8,55.1,61.1,72.5,71.7,61.7,39.8,46,56.6
Q8N6M0,55.6,21.8,64.9,22.4,33.5,34.3,46.7,27.6,24,23.7,26.3,73.5,32.6,30.4,33.5
Q7Z333,14.5,10.1,12.5,14.5,7.5,11.9,14.3,11,5.6,14.9,7.7,9.2,7.7,5.7,7.2
P41208,423.5,379.6,352.3,242.8,504.5,376.2,472.1,307.3,470.5,514,260.8,252.5,142.2,154.2,166.4
Q8NBM4,26.5,19.8,15.1,32.1,13.1,17.3,25.5,19.1,16.1,16.5,22.6,20.9,29.6,15.2,21.6
P04908,183,520,155.4,490.8,135.8,114.3,140.4,407.2,84.6,169.6,409.5,163,284.6,93.8,139.3
